Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3884363,Service,11.174878256380202,0.0,11.21,11.21
1,2,3884363,3878497,Service,10.764647606290204,21.974647606290212,33.18464760629021,11.21
1,3,3878497,3891001,Service,10.764647606290204,43.94929521258042,55.15929521258042,11.21
1,4,3891001,0,Return to Base,11.174878256380202,,,
2,1,0,3888421,Service,11.174878256380202,0.0,11.21,11.21
2,2,3888421,3888671,Service,10.764647606290204,21.974647606290205,33.184647606290206,11.21
2,3,3888671,3884729,Service,10.764647606290204,43.94929521258041,55.15929521258041,11.21
2,4,3884729,0,Return to Base,11.174878256380202,,,
3,1,0,3890895,Service,11.174878256380202,0.0,11.21,11.21
3,2,3890895,3883744,Service,10.764647606290204,21.974647606290205,33.184647606290206,11.21
3,3,3883744,3887148,Service,10.764647606290204,43.94929521258041,55.15929521258041,11.21
3,4,3887148,0,Return to Base,11.174878256380202,,,
