Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3895050,Service,11.34790070743857,11.347900707438555,22.167900707438555,10.82
1,2,3895050,3895269,Service,10.644648164427142,32.811982755695304,43.49864942236197,10.686666666666667
1,3,3895269,0,Return to Base,11.34790070743857,,,
2,1,0,3895121,Service,11.34790070743857,11.347900707438555,22.08123404077189,10.733333333333334
2,2,3895121,3895103,Service,10.683717750149999,32.764951790921906,43.49828512425524,10.733333333333334
2,3,3895103,0,Return to Base,11.34790070743857,,,
3,1,0,3895028,Service,11.34790070743857,11.347900707438555,22.167900707438555,10.82
3,2,3895028,0,Return to Base,11.34790070743857,,,
4,1,0,3895060,Service,11.34790070743857,11.347900707438555,22.167900707438555,10.82
4,2,3895060,3895282,Service,10.644648164427142,32.81198275569528,43.49864942236195,10.686666666666667
4,3,3895282,0,Return to Base,11.34790070743857,,,
5,1,0,3895258,Service,11.34790070743857,11.347900707438555,22.034567374105222,10.686666666666667
5,2,3895258,3895139,Service,10.644648164427142,32.67921553853236,43.412548871865695,10.733333333333334
5,3,3895139,0,Return to Base,11.34790070743857,,,
