Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3871777,Service,10.898600471625713,10.898600471625713,21.391933804959045,10.493333333333332
1,2,3871777,3886412,Service,10.611159948093265,32.003093753052326,42.469760419718995,10.466666666666669
1,3,3886412,0,Return to Base,10.923716633876122,,,
2,1,0,3886612,Service,10.929298003265101,10.929298003265103,21.432631336598437,10.503333333333334
2,2,3886612,3886361,Service,10.41860270417347,31.851234040771914,42.30790070743858,10.456666666666663
2,3,3886361,0,Return to Base,10.923716633876122,,,
3,1,0,3885528,Service,10.923716633876122,10.923716633876126,21.380383300542793,10.456666666666667
3,2,3885528,3886375,Service,10.390695857228572,31.771079157771354,42.22774582443802,10.456666666666663
3,3,3886375,3886390,Service,10.390695857228572,52.61844168166658,63.075108348333245,10.456666666666663
3,4,3886390,0,Return to Base,10.923716633876122,,,
