Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3879046,Service,10.0,10.0,21.203333333333333,11.203333333333333
1,2,3879046,3879849,Service,10.92650731857061,32.12984065090394,43.383173984237274,11.253333333333337
1,3,3879849,0,Return to Base,10.0,,,
2,1,0,3879924,Service,10.0,10.0,21.253333333333334,11.253333333333334
2,2,3879924,0,Return to Base,10.0,,,
3,1,0,3884553,Service,10.0,10.0,21.183333333333334,11.183333333333334
3,2,3884553,3879868,Service,10.862321570597345,32.04565490393068,43.29898823726401,11.25333333333333
3,3,3879868,0,Return to Base,10.0,,,
4,1,0,3880075,Service,10.0,10.0,21.240000000000002,11.240000000000002
4,2,3880075,3879047,Service,10.937670057348571,32.17767005634859,43.43100338968192,11.25333333333333
4,3,3879047,0,Return to Base,10.0,,,
